algorithm,ari,cost_ratio_vs_kmeans,cost_sse,d,dataset,extra__algorithm,extra__avg_update_ms,extra__beta,extra__c2,extra__chunk_size,extra__coreset_factor,extra__coreset_per_round,extra__cost_is_approx,extra__d,extra__dimension,extra__eps,extra__final_lower_bound,extra__final_summary_size,extra__gamma,extra__levels_used,extra__m_factor,extra__m_summary,extra__max_chunk_summary_size,extra__mode,extra__num_phases,extra__peak_mem_bytes,extra__phase_summaries,extra__points_seen,extra__r,extra__repeat_factor,extra__repetitions,extra__stream_is_single_pass,extra__summary_points,extra__summary_size,extra__throughput_pts_per_sec,k,memory,n,nmi,quality_loss_pct_vs_kmeans,runtime_sec,seed,stream_model,sweep_id
KMeans(sk),1.0,1.0,623552.4375,10.0,high_dim_sparseish,,,,,,,,,,,,,,,,,,,,,6764081.0,,10000.0,,,,,,,452120.44501,8.0,440320.0,10000.0,1.0,0.0,0.02211,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means,0.85071,2.33179,1453996.375,10.0,high_dim_sparseish,Ailon2009 tuned (no refinement),32.65945,,,8192.0,1.0,3.0,,,,,,,,,,,24.0,,,2460446.0,,10000.0,,1.0,10.0,,,48.0,149893.12619,8.0,2304.0,10000.0,0.934,133.17948,0.06671,211.0,insertion-only,Kmeans_sweep
[Boutsidis2014] RandomProj Streaming,0.99068,1.00025,623709.9151,10.0,high_dim_sparseish,,10.68325,,2.0,8192.0,,,0.0,10.0,,2.5,,,,,,,,batch_stream_wrapper,,2179277.0,,10000.0,10.0,,,0.0,,,309972.75339,8.0,1424.0,10000.0,0.98846,0.02525,0.03226,211.0,insertion-only,Kmeans_sweep
[Guha2002] Streaming k-means,1.0,1.0,623552.46987,10.0,high_dim_sparseish,,85.46115,,,8192.0,,,,,,,,,,1.0,3.0,32.0,,,,2820259.0,,10000.0,,,,,32.0,,52723.90127,8.0,2816.0,10000.0,1.0,0.0,0.18966,211.0,insertion-only,Kmeans_sweep
[Charikar2003] PLS KMeans,1.0,1.00077,624034.73645,10.0,high_dim_sparseish,,2.93199,1.5,,8192.0,,,,,10.0,,13214.75987,1633.0,0.25,,,,,,15.0,6353272.0,"[{'phase': 1, 'Li': 45.26699333230439, 'raw_start_index': 0, 'raw_consumed': 2614, 'summary_in_size': 0, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.5541807579763197, 'median_limit': 2614, 'cost_limit': 1448.5437866337404, 'winner_processed_items': 2614, 'winner_raw_points_read': 2614, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 2, 'Li': 67.90048999845658, 'raw_start_index': 2614, 'raw_consumed': 0, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.8312711369644795, 'median_limit': 2614, 'cost_limit': 2172.8156799506105, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 3, 'Li': 101.85073499768487, 'raw_start_index': 2615, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 1.2469067054467193, 'median_limit': 2614, 'cost_limit': 3259.2235199259158, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 4, 'Li': 152.7761024965273, 'raw_start_index': 2616, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 1.870360058170079, 'median_limit': 2614, 'cost_limit': 4888.835279888874, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 5, 'Li': 229.16415374479095, 'raw_start_index': 2617, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 2.8055400872551184, 'median_limit': 2614, 'cost_limit': 7333.25291983331, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 6, 'Li': 343.7462306171864, 'raw_start_index': 2618, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 4.208310130882677, 'median_limit': 2614, 'cost_limit': 10999.879379749966, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 7, 'Li': 515.6193459257796, 'raw_start_index': 2619, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 6.312465196324016, 'median_limit': 2614, 'cost_limit': 16499.819069624948, 'winner_processed_items': 2615, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 5.479498542002489, 'num_parallel_runs': 19}, {'phase': 8, 'Li': 773.4290188886694, 'raw_start_index': 2620, 'raw_consumed': 3, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 9.468697794486024, 'median_limit': 2614, 'cost_limit': 24749.72860443742, 'winner_processed_items': 2618, 'winner_raw_points_read': 3, 'winner_num_centers': 2614, 'winner_cost': 27.559231447036268, 'num_parallel_runs': 19}, {'phase': 9, 'Li': 1160.143528333004, 'raw_start_index': 2623, 'raw_consumed': 29, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 14.203046691729035, 'median_limit': 2614, 'cost_limit': 37124.59290665613, 'winner_processed_items': 2643, 'winner_raw_points_read': 29, 'winner_num_centers': 2614, 'winner_cost': 307.7344340995095, 'num_parallel_runs': 19}, {'phase': 10, 'Li': 1740.2152924995062, 'raw_start_index': 2652, 'raw_consumed': 119, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 21.304570037593553, 'median_limit': 2614, 'cost_limit': 55686.8893599842, 'winner_processed_items': 2733, 'winner_raw_points_read': 119, 'winner_num_centers': 2614, 'winner_cost': 1832.3604322145961, 'num_parallel_runs': 19}, {'phase': 11, 'Li': 2610.3229387492593, 'raw_start_index': 2771, 'raw_consumed': 412, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 31.95685505639033, 'median_limit': 2614, 'cost_limit': 83530.3340399763, 'winner_processed_items': 3026, 'winner_raw_points_read': 412, 'winner_num_centers': 2614, 'winner_cost': 8423.536935160215, 'num_parallel_runs': 19}, {'phase': 12, 'Li': 3915.484408123889, 'raw_start_index': 3183, 'raw_consumed': 1036, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 47.935282584585494, 'median_limit': 2614, 'cost_limit': 125295.50105996444, 'winner_processed_items': 3650, 'winner_raw_points_read': 1036, 'winner_num_centers': 2614, 'winner_cost': 26839.730282606786, 'num_parallel_runs': 19}, {'phase': 13, 'Li': 5873.226612185834, 'raw_start_index': 4219, 'raw_consumed': 2107, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 71.90292387687825, 'median_limit': 2614, 'cost_limit': 187943.25158994668, 'winner_processed_items': 4721, 'winner_raw_points_read': 2107, 'winner_num_centers': 2614, 'winner_cost': 62674.30032227358, 'num_parallel_runs': 19}, {'phase': 14, 'Li': 8809.83991827875, 'raw_start_index': 6326, 'raw_consumed': 3578, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 107.85438581531737, 'median_limit': 2614, 'cost_limit': 281914.87738492, 'winner_processed_items': 6192, 'winner_raw_points_read': 3578, 'winner_num_centers': 2614, 'winner_cost': 115298.41882331859, 'num_parallel_runs': 19}, {'phase': 15, 'Li': 13214.759877418126, 'raw_start_index': 9904, 'raw_consumed': 96, 'summary_in_size': 2614, 'summary_out_size': 1633, 'chunk_size': 8192, 'facility_cost': 161.78157872297606, 'median_limit': 2614, 'cost_limit': 422872.31607738003, 'winner_processed_items': 2710, 'winner_raw_points_read': 96, 'winner_num_centers': 1633, 'winner_cost': 55909.505794442084, 'num_parallel_runs': 19}]",10000.0,,,,,,,341.06512,8.0,143704.0,10000.0,1.0,0.07734,29.31991,211.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,2998700.0,25.0,blobs,,,,,,,,,,,,,,,,,,,,,98045034.0,,30000.0,,,,,,,227575.29897,16.0,3121600.0,30000.0,1.0,0.0,0.13182,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means,0.90058,2.54087,7619310.0,25.0,blobs,Ailon2009 tuned (no refinement),150.63905,,,8192.0,1.0,3.0,,,,,,,,,,,48.0,,,5984173.0,,30000.0,,1.0,11.0,,,192.0,49562.38888,16.0,20736.0,30000.0,0.95478,154.0871,0.60529,42.0,insertion-only,Kmeans_sweep
[Boutsidis2014] RandomProj Streaming,0.88867,1.43685,4308711.88641,25.0,blobs,,16.46329,,2.0,8192.0,,,0.0,25.0,,2.5,,,,,,,,batch_stream_wrapper,,13960902.0,,30000.0,10.0,,,0.0,,,327720.2143,16.0,4968.0,30000.0,0.95021,43.68599,0.09154,42.0,insertion-only,Kmeans_sweep
[Guha2002] Streaming k-means,1.0,0.99999,2998699.88161,25.0,blobs,,141.17465,,,8192.0,,,,,,,,,,1.0,3.0,48.0,,,,17819780.0,,30000.0,,,,,48.0,,50288.95193,16.0,9984.0,30000.0,1.0,-0.0,0.59655,42.0,insertion-only,Kmeans_sweep
[Charikar2003] PLS KMeans,1.0,1.00253,3006291.73334,25.0,blobs,,7.12462,1.5,,8192.0,,,,,25.0,,96770.26955,3317.0,0.25,,,,,,19.0,35994521.0,"[{'phase': 1, 'Li': 65.47858531471441, 'raw_start_index': 0, 'raw_consumed': 5791, 'summary_in_size': 0, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.36187361508828486, 'median_limit': 5791, 'cost_limit': 2095.314730070861, 'winner_processed_items': 5791, 'winner_raw_points_read': 5791, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 2, 'Li': 98.21787797207162, 'raw_start_index': 5791, 'raw_consumed': 0, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.5428104226324274, 'median_limit': 5791, 'cost_limit': 3142.972095106292, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 3, 'Li': 147.32681695810743, 'raw_start_index': 5792, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.814215633948641, 'median_limit': 5791, 'cost_limit': 4714.458142659438, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 4, 'Li': 220.99022543716114, 'raw_start_index': 5793, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 1.2213234509229616, 'median_limit': 5791, 'cost_limit': 7071.687213989157, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 5, 'Li': 331.4853381557417, 'raw_start_index': 5794, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 1.8319851763844424, 'median_limit': 5791, 'cost_limit': 10607.530820983735, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 6, 'Li': 497.2280072336126, 'raw_start_index': 5795, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 2.7479777645766634, 'median_limit': 5791, 'cost_limit': 15911.296231475602, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 7, 'Li': 745.8420108504189, 'raw_start_index': 5796, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 4.121966646864996, 'median_limit': 5791, 'cost_limit': 23866.944347213404, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 8, 'Li': 1118.7630162756284, 'raw_start_index': 5797, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 6.182949970297494, 'median_limit': 5791, 'cost_limit': 35800.41652082011, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 9, 'Li': 1678.1445244134425, 'raw_start_index': 5798, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 9.27442495544624, 'median_limit': 5791, 'cost_limit': 53700.62478123016, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 10, 'Li': 2517.2167866201635, 'raw_start_index': 5799, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 13.911637433169359, 'median_limit': 5791, 'cost_limit': 80550.93717184523, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 11, 'Li': 3775.825179930245, 'raw_start_index': 5800, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 20.867456149754037, 'median_limit': 5791, 'cost_limit': 120826.40575776785, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 12, 'Li': 5663.737769895368, 'raw_start_index': 5801, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 31.301184224631054, 'median_limit': 5791, 'cost_limit': 181239.60863665177, 'winner_processed_items': 5792, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 22.737566902761955, 'num_parallel_runs': 21}, {'phase': 13, 'Li': 8495.606654843052, 'raw_start_index': 5802, 'raw_consumed': 5, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 46.95177633694659, 'median_limit': 5791, 'cost_limit': 271859.41295497766, 'winner_processed_items': 5797, 'winner_raw_points_read': 5, 'winner_num_centers': 5791, 'winner_cost': 245.443585572066, 'num_parallel_runs': 21}, {'phase': 14, 'Li': 12743.409982264577, 'raw_start_index': 5807, 'raw_consumed': 102, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 70.42766450541987, 'median_limit': 5791, 'cost_limit': 407789.11943246645, 'winner_processed_items': 5893, 'winner_raw_points_read': 102, 'winner_num_centers': 5791, 'winner_cost': 5772.400419358125, 'num_parallel_runs': 21}, {'phase': 15, 'Li': 19115.114973396863, 'raw_start_index': 5909, 'raw_consumed': 1007, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 105.64149675812979, 'median_limit': 5791, 'cost_limit': 611683.6791486996, 'winner_processed_items': 6798, 'winner_raw_points_read': 1007, 'winner_num_centers': 5791, 'winner_cost': 76757.10963601265, 'num_parallel_runs': 21}, {'phase': 16, 'Li': 28672.672460095295, 'raw_start_index': 6916, 'raw_consumed': 3390, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 158.46224513719469, 'median_limit': 5791, 'cost_limit': 917525.5187230494, 'winner_processed_items': 9181, 'winner_raw_points_read': 3390, 'winner_num_centers': 5791, 'winner_cost': 300683.9754983896, 'num_parallel_runs': 21}, {'phase': 17, 'Li': 43009.008690142946, 'raw_start_index': 10306, 'raw_consumed': 6590, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 237.69336770579207, 'median_limit': 5791, 'cost_limit': 1376288.2780845743, 'winner_processed_items': 12381, 'winner_raw_points_read': 6590, 'winner_num_centers': 5791, 'winner_cost': 608840.1341167233, 'num_parallel_runs': 21}, {'phase': 18, 'Li': 64513.51303521442, 'raw_start_index': 16896, 'raw_consumed': 11090, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 356.5400515586881, 'median_limit': 5791, 'cost_limit': 2064432.4171268614, 'winner_processed_items': 16881, 'winner_raw_points_read': 11090, 'winner_num_centers': 5791, 'winner_cost': 1044522.0797019379, 'num_parallel_runs': 21}, {'phase': 19, 'Li': 96770.26955282163, 'raw_start_index': 27986, 'raw_consumed': 2014, 'summary_in_size': 5791, 'summary_out_size': 3317, 'chunk_size': 8192, 'facility_cost': 534.8100773380321, 'median_limit': 5791, 'cost_limit': 3096648.625690292, 'winner_processed_items': 7805, 'winner_raw_points_read': 2014, 'winner_num_centers': 3317, 'winner_cost': 567954.3358620896, 'num_parallel_runs': 21}]",30000.0,,,,,,,140.35822,16.0,689936.0,30000.0,1.0,0.25316,213.7388,42.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,2998700.0,25.0,blobs,,,,,,,,,,,,,,,,,,,,,98045102.0,,30000.0,,,,,,,400793.0358,16.0,3121600.0,30000.0,1.0,0.0,0.07485,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means,0.757,3.67357,11015944.0,25.0,blobs,Ailon2009 tuned (no refinement),104.69654,,,8192.0,1.0,3.0,,,,,,,,,,,48.0,,,5979922.0,,30000.0,,1.0,11.0,,,192.0,71246.31656,16.0,20736.0,30000.0,0.87131,267.35732,0.42107,77.0,insertion-only,Kmeans_sweep
[Boutsidis2014] RandomProj Streaming,0.9035,1.49359,4478829.52399,25.0,blobs,,22.13307,,2.0,8192.0,,,0.0,25.0,,2.5,,,,,,,,batch_stream_wrapper,,13960729.0,,30000.0,10.0,,,0.0,,,282710.55337,16.0,4968.0,30000.0,0.96045,49.35903,0.10611,77.0,insertion-only,Kmeans_sweep
[Guha2002] Streaming k-means,1.0,0.99999,2998699.88161,25.0,blobs,,147.70275,,,8192.0,,,,,,,,,,1.0,3.0,48.0,,,,17818183.0,,30000.0,,,,,48.0,,47265.59102,16.0,9984.0,30000.0,1.0,-0.0,0.63471,77.0,insertion-only,Kmeans_sweep
[Charikar2003] PLS KMeans,1.0,1.00277,3007009.17165,25.0,blobs,,7.10328,1.5,,8192.0,,,,,25.0,,96770.26955,3348.0,0.25,,,,,,19.0,35992896.0,"[{'phase': 1, 'Li': 65.47858531471441, 'raw_start_index': 0, 'raw_consumed': 5791, 'summary_in_size': 0, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.36187361508828486, 'median_limit': 5791, 'cost_limit': 2095.314730070861, 'winner_processed_items': 5791, 'winner_raw_points_read': 5791, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 2, 'Li': 98.21787797207162, 'raw_start_index': 5791, 'raw_consumed': 0, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.5428104226324274, 'median_limit': 5791, 'cost_limit': 3142.972095106292, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 3, 'Li': 147.32681695810743, 'raw_start_index': 5792, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.814215633948641, 'median_limit': 5791, 'cost_limit': 4714.458142659438, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 4, 'Li': 220.99022543716114, 'raw_start_index': 5793, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 1.2213234509229616, 'median_limit': 5791, 'cost_limit': 7071.687213989157, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 5, 'Li': 331.4853381557417, 'raw_start_index': 5794, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 1.8319851763844424, 'median_limit': 5791, 'cost_limit': 10607.530820983735, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 6, 'Li': 497.2280072336126, 'raw_start_index': 5795, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 2.7479777645766634, 'median_limit': 5791, 'cost_limit': 15911.296231475602, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 7, 'Li': 745.8420108504189, 'raw_start_index': 5796, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 4.121966646864996, 'median_limit': 5791, 'cost_limit': 23866.944347213404, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 8, 'Li': 1118.7630162756284, 'raw_start_index': 5797, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 6.182949970297494, 'median_limit': 5791, 'cost_limit': 35800.41652082011, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 9, 'Li': 1678.1445244134425, 'raw_start_index': 5798, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 9.27442495544624, 'median_limit': 5791, 'cost_limit': 53700.62478123016, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 10, 'Li': 2517.2167866201635, 'raw_start_index': 5799, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 13.911637433169359, 'median_limit': 5791, 'cost_limit': 80550.93717184523, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 11, 'Li': 3775.825179930245, 'raw_start_index': 5800, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 20.867456149754037, 'median_limit': 5791, 'cost_limit': 120826.40575776785, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 12, 'Li': 5663.737769895368, 'raw_start_index': 5801, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 31.301184224631054, 'median_limit': 5791, 'cost_limit': 181239.60863665177, 'winner_processed_items': 5792, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 22.737566902761955, 'num_parallel_runs': 21}, {'phase': 13, 'Li': 8495.606654843052, 'raw_start_index': 5802, 'raw_consumed': 5, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 46.95177633694659, 'median_limit': 5791, 'cost_limit': 271859.41295497766, 'winner_processed_items': 5797, 'winner_raw_points_read': 5, 'winner_num_centers': 5791, 'winner_cost': 235.47456237867618, 'num_parallel_runs': 21}, {'phase': 14, 'Li': 12743.409982264577, 'raw_start_index': 5807, 'raw_consumed': 107, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 70.42766450541987, 'median_limit': 5791, 'cost_limit': 407789.11943246645, 'winner_processed_items': 5898, 'winner_raw_points_read': 107, 'winner_num_centers': 5791, 'winner_cost': 6070.079826868559, 'num_parallel_runs': 21}, {'phase': 15, 'Li': 19115.114973396863, 'raw_start_index': 5914, 'raw_consumed': 1003, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 105.64149675812979, 'median_limit': 5791, 'cost_limit': 611683.6791486996, 'winner_processed_items': 6794, 'winner_raw_points_read': 1003, 'winner_num_centers': 5791, 'winner_cost': 76556.61025152633, 'num_parallel_runs': 21}, {'phase': 16, 'Li': 28672.672460095295, 'raw_start_index': 6917, 'raw_consumed': 3335, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 158.46224513719469, 'median_limit': 5791, 'cost_limit': 917525.5187230494, 'winner_processed_items': 9126, 'winner_raw_points_read': 3335, 'winner_num_centers': 5791, 'winner_cost': 294874.82169417484, 'num_parallel_runs': 21}, {'phase': 17, 'Li': 43009.008690142946, 'raw_start_index': 10252, 'raw_consumed': 6677, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 237.69336770579207, 'median_limit': 5791, 'cost_limit': 1376288.2780845743, 'winner_processed_items': 12468, 'winner_raw_points_read': 6677, 'winner_num_centers': 5791, 'winner_cost': 617895.8753750973, 'num_parallel_runs': 21}, {'phase': 18, 'Li': 64513.51303521442, 'raw_start_index': 16929, 'raw_consumed': 11152, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 356.5400515586881, 'median_limit': 5791, 'cost_limit': 2064432.4171268614, 'winner_processed_items': 16943, 'winner_raw_points_read': 11152, 'winner_num_centers': 5791, 'winner_cost': 1054535.3851812533, 'num_parallel_runs': 21}, {'phase': 19, 'Li': 96770.26955282163, 'raw_start_index': 28081, 'raw_consumed': 1919, 'summary_in_size': 5791, 'summary_out_size': 3348, 'chunk_size': 8192, 'facility_cost': 534.8100773380321, 'median_limit': 5791, 'cost_limit': 3096648.625690292, 'winner_processed_items': 7710, 'winner_raw_points_read': 1919, 'winner_num_centers': 3348, 'winner_cost': 560416.5950165783, 'num_parallel_runs': 21}]",30000.0,,,,,,,140.77993,16.0,696384.0,30000.0,1.0,0.27709,213.09854,77.0,insertion-only,Kmeans_sweep
KMeans(sk),0.92012,1.0,3863544.5,25.0,blobs,,,,,,,,,,,,,,,,,,,,,98045095.0,,30000.0,,,,,,,204051.37196,16.0,3121600.0,30000.0,0.97637,0.0,0.14702,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means,0.90885,1.77338,6851560.0,25.0,blobs,Ailon2009 tuned (no refinement),173.34934,,,8192.0,1.0,3.0,,,,,,,,,,,48.0,,,5979871.0,,30000.0,,1.0,11.0,,,192.0,43069.90202,16.0,20736.0,30000.0,0.96151,77.33871,0.69654,211.0,insertion-only,Kmeans_sweep
